title,type,number_of_episodes,genres,popularity,actress,SumOfTime,Dates,TMBDid,Release Date
The Social Dilemma,film,1,"['Documentary', 'Drama']",17.184,"['Skyler Gisondo', 'Kara Hayward', 'Vincent Kartheiser', 'Tristan Harris', 'Jaron Lanier', 'Sophia Hammons', 'Catalina Garayoa', 'Barbara Gehring', 'Chris Grundy', 'Vic Alejandro']",3269,[['2020-09-25']],656690,2020-01-26
Enola Holmes,film,2,"['Adventure', 'Mystery', 'Comedy', 'Crime']",21.729,"['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin', 'Helena Bonham Carter', 'Louis Partridge', 'Adeel Akhtar', 'Fiona Shaw', 'Frances de la Tour', 'Burn Gorman', 'Susan Wokoma']",7099,"[['2020-09-25', '2020-09-24']]",497582,2020-09-23
Pride & Prejudice,film,1,"['Family', 'Adventure', 'Animation', 'Action']",49.945,"['Matthew Broderick', 'Neve Campbell', 'Jason Marsden', 'Nathan Lane', 'Ernie Sabella', 'Andy Dick', 'Robert Guillaume', 'James Earl Jones', 'Moira Kelly', 'Suzanne Pleshette']",7522,[['2020-09-12']],9732,1998-10-24
Before I Fall,film,2,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",17.263,"['Zoey Deutch', 'Halston Sage', 'Elena Kampouris', 'Jennifer Beals', 'Logan Miller', 'Cynthy Wu', 'Erica Tremblay', 'Medalion Rahimi', 'Diego Boneta', 'Kian Lawley']",5620,"[['2020-08-24', '2018-08-06']]",397837,2017-03-02
Honey 2,film,5,"['Music', 'Comedy', 'Drama']",16.095,"['Kat Graham', 'Randy Wayne', 'Seychelle Gabriel', 'Audrina Patridge', 'Melissa Molinaro', 'Mario López', 'Christopher Martinez', 'Casper Smart', 'Lonette McKee', 'Brandon Molale']",6280,"[['2020-08-24', '2020-08-24', '2020-08-23', '2020-08-23', '2020-08-22']]",63710,2011-06-23
Knock Down The House,film,2,['Documentary'],8.337,"['Alexandria Ocasio-Cortez', 'Cori Bush', 'Paula Jean Swearingen', 'Amy Vilela', 'Joe Crowley', 'Nancy Pelosi', 'Ilhan Omar']",5024,"[['2020-08-09', '2020-08-08']]",565312,2019-01-27
The Kissing Booth 2,film,2,"['Comedy', 'Romance']",28.735,"['Joey King', 'Jacob Elordi', 'Joel Courtney', 'Molly Ringwald', 'Taylor Zakhar Perez', 'Maisie Richardson-Sellers', 'Meganne Young', 'Stephen Jennings', 'Carson White', 'Bianca Bosch']",7314,"[['2020-07-27', '2020-07-26']]",583083,2020-07-24
The First Purge,film,5,"['Horror', 'Action', 'Thriller']",43.967,"['Marisa Tomei', 'Patch Darragh', 'Kristen Solis', ""Y'lan Noel"", 'Christian Robinson', 'Lex Scott Davis', 'Joivan Wade', 'Mugga', 'Luna Lauren Velez', 'Maria Rivera']",5068,"[['2020-06-04', '2020-06-02', '2020-06-02', '2020-06-01', '2020-06-01']]",442249,2018-07-04
Aloha,film,2,"['Drama', 'Comedy', 'Romance']",11.861,"['Bradley Cooper', 'Emma Stone', 'Rachel McAdams', 'Bill Murray', 'John Krasinski', 'Danny McBride', 'Alec Baldwin', 'Bill Camp', 'Jaeden Martell', 'Danielle Rose Russell']",2176,"[['2020-06-03', '2020-06-02']]",222936,2015-05-29
13TH,film,1,['Documentary'],7.99,"['Jelani Cobb', 'Angela Davis', 'Henry Louis Gates, Jr.', 'Michelle Alexander', 'Cory Booker', 'Marie Gottschalk', 'Michael Hough', 'Gina Clayton', 'David Keene', 'James Kilgore']",477,[['2020-06-03']],407806,2016-10-07
Grease 2,film,1,"['Comedy', 'Music', 'Romance']",13.933,"['Maxwell Caulfield', 'Michelle Pfeiffer', 'Lorna Luft', 'Maureen Teefy', 'Alison Price', 'Pamela Adlon', 'Adrian Zmed', 'Peter Frechette', 'Christopher McDonald', 'Leif Green']",596,[['2020-06-02']],9037,1982-06-11
Becoming,film,3,"['Science Fiction', 'Drama', 'Thriller', 'Horror']",7.693,"['Toby Kebbell', 'Penelope Mitchell', 'Jason Patric', 'Jeff Daniel Phillips', 'Beth Broderick', 'Stephen Rider', 'Melissa Bolona', 'Lew Temple', 'John Newberg', 'Dan Southworth']",5101,"[['2020-05-22', '2020-05-22', '2020-05-21']]",526052,2020-04-16
The Mummy,film,2,"['Adventure', 'Action', 'Fantasy']",50.346,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo', 'Patricia Velásquez', ""Kevin J. O'Connor"", 'Jonathan Hyde', 'Oded Fehr', 'Erick Avari', 'Stephen Dunham']",18368,"[['2020-04-22', '2020-04-20', '2020-04-20', '2020-04-20', '2020-04-19']]",564,1999-04-16
Ocean's Eleven,film,3,"['Thriller', 'Crime']",28.558,"['George Clooney', 'Matt Damon', 'Andy García', 'Brad Pitt', 'Julia Roberts', 'Casey Affleck', 'Scott Caan', 'Elliott Gould', 'Eddie Jemison', 'Bernie Mac']",6764,"[['2020-04-22', '2020-04-21', '2020-04-21']]",161,2001-12-07
The Mummy Returns,film,3,"['Adventure', 'Action', 'Fantasy']",45.933,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo', 'Oded Fehr', 'Patricia Velásquez', 'Freddie Boath', 'Alun Armstrong', 'Dwayne Johnson', 'Adewale Akinnuoye-Agbaje']",7588,"[['2020-04-20', '2020-04-20', '2020-04-19']]",1734,2001-05-04
Furious 7,film,3,"['Action', 'Thriller', 'Crime']",151.597,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'Jordana Brewster', 'Djimon Hounsou', 'Tony Jaa', 'Ronda Rousey']",7944,"[['2020-04-19', '2020-04-19', '2020-04-18']]",168259,2015-04-01
Rip Tide,film,4,"['Family', 'Drama']",9.147,"['Debby Ryan', 'Naomi Sequeira', 'Danielle Carter', 'Aaron Jeffery', 'Jeremy Lindsay Taylor', 'Marcus Graham', 'Andrew Creer']",6269,"[['2020-04-12', '2018-06-28', '2018-06-28', '2018-06-28']]",457262,2017-10-03
All The Bright Places,film,2,"['Romance', 'Drama']",25.881,"['Elle Fanning', 'Justice Smith', 'Alexandra Shipp', ""Kelli O'Hara"", 'Lamar Johnson', 'Virginia Gardner', 'Felix Mallard', 'Sofia Hasmik', 'Keegan-Michael Key', 'Luke Wilson']",971,"[['2020-04-08', '2020-04-04']]",342470,2020-02-28
Isi & Ossi,film,3,"['Romance', 'Comedy']",12.525,"['Lisa Vicari', 'Dennis Mojen', 'Lisa Hagmeister', 'Ernst Stötzner', 'Christina Hecke', 'Hans-Jochen Wagner', 'Walid Al-Atiyat', 'Zoë Straub', 'Bettina Hoppe', 'Saladin Dellers']",7202,"[['2020-02-23', '2020-02-22', '2020-02-22']]",658760,2020-02-14
To All the Boys I’ve Loved Before,film,10,"['Comedy', 'Romance']",53.071,"['Lana Condor', 'Noah Centineo', 'Janel Parrish', 'Anna Cathcart', 'Andrew Bachelor', 'Trezzo Mahoro', 'Emilija Baranac', 'Madeleine Arthur', 'Israel Broussard', 'John Corbett']",25677,"[['2020-02-14', '2019-07-02', '2018-08-29', '2018-08-29', '2018-08-22', '2018-08-22', '2018-08-22', '2018-08-21', '2018-08-21', '2018-08-21']]",466282,2018-08-16
Rules Don't Apply,film,1,"['Romance', 'Comedy', 'Drama']",10.413,"['Warren Beatty', 'Lily Collins', 'Alden Ehrenreich', 'Matthew Broderick', 'Annette Bening', 'Alec Baldwin', 'Haley Bennett', 'Candice Bergen', 'Dabney Coleman', 'Ed Harris']",1441,[['2020-02-09']],291328,2016-11-23
Miss Americana,film,2,"['Documentary', 'Music']",15.375,"['Taylor Swift', 'Joe Alwyn', 'Todrick Hall', 'Brendon Urie', 'Jack Antonoff', 'Bobby Berk', 'Jonathan van Ness', 'Karamo Brown', 'Antoni Porowski', 'Max Martin']",5100,"[['2020-02-01', '2020-02-01']]",653567,2020-01-31
Phantom Thread,film,2,"['Drama', 'Romance']",15.135,"['Daniel Day-Lewis', 'Vicky Krieps', 'Lesley Manville', 'Camilla Rutherford', 'Gina McKee', 'Brian Gleeson', 'Harriet Sansom Harris', 'Lujza Richter', 'Julia Davis', 'Julie Vollono']",88,"[['2020-01-29', '2020-01-18']]",400617,2017-12-25
The Edge of Seventeen,film,4,"['Comedy', 'Drama']",14.467,"['Hailee Steinfeld', 'Woody Harrelson', 'Haley Lu Richardson', 'Blake Jenner', 'Kyra Sedgwick', 'Hayden Szeto', 'Alexander Calvert', 'Eric Keenleyside', 'Nesta Cooper', 'Meredith Monroe']",5460,"[['2020-01-15', '2020-01-15', '2020-01-15', '2020-01-14']]",376660,2016-11-18
Dirty Dancing,film,5,"['Drama', 'Music', 'Romance']",31.449,"['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes', 'Jack Weston', 'Jane Brucker', 'Kelly Bishop', 'Lonny Price', 'Max Cantor', 'Charles ""Honi"" Coles']",7996,"[['2020-01-03', '2019-12-25', '2019-09-08', '2019-09-04', '2019-09-04']]",88,1987-08-21
The Big Short,film,4,"['Comedy', 'Drama']",27.907,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo', 'Hamish Linklater', 'John Magaro', 'Rafe Spall', 'Jeremy Strong', 'Finn Wittrock']",634,"[['2019-12-26', '2019-03-16', '2019-02-25', '2019-02-19']]",318846,2015-12-11
The Social Network,film,2,['Drama'],24.165,"['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake', 'Armie Hammer', 'Max Minghella', 'Rooney Mara', 'Brenda Song', 'Rashida Jones', 'John Getz', 'David Selby']",6945,"[['2019-12-26', '2019-12-26']]",37799,2010-10-01
6 Underground,film,2,"['Action', 'Comedy', 'Thriller']",30.326,"['Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy', 'Adria Arjona', 'Dave Franco', 'Corey Hawkins', 'Lior Raz', 'Payman Maadi', 'Yuri Kolokolnikov']",7862,"[['2019-12-21', '2019-12-21']]",509967,2019-12-13
Sex and the City 2,film,5,"['Comedy', 'Drama', 'Romance']",24.588,"['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis', 'Cynthia Nixon', 'Chris Noth', 'David Eigenberg', 'Evan Handler', 'Liza Minnelli', 'Willie Garson', 'Mario Cantone']",8442,"[['2019-12-18', '2019-12-18', '2019-12-17', '2019-12-17', '2019-12-14']]",37786,2010-05-26
Fifty Shades Freed,film,2,"['Drama', 'Romance']",93.113,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Luke Grimes', 'Rita Ora', 'Eloise Mumford', 'Victor Rasuk', 'Marcia Gay Harden', 'Andrew Airlie', 'Max Martini']",5940,"[['2019-12-15', '2019-12-14']]",337167,2018-01-17
My Perfect Romance,film,1,"['Romance', 'TV Movie']",11.412,"['Kimberly-Sue Murray', 'Christopher Russell', 'Jodie Sweetin', 'Lauren Holly', 'Morgan Fairchild', 'Josh Dean', 'Andy Yu', 'Zarrin Darnell-Martin', 'Celine Tsai', 'Fodé Bangoura']",1493,[['2019-12-11']],503403,2018-02-14
A Christmas Prince,film,4,"['Romance', 'TV Movie']",10.705,"['Rose McIver', 'Ben Lamb', 'Alice Krige', 'Honor Kneafsey', 'Theo Devaney', 'Sarah Douglas', 'Emma Louise Saunders', 'Tom Knight', 'Daniel Fathers', 'Richard Ashton']",16345,"[['2019-12-10', '2019-12-10', '2019-12-09', '2019-12-09', '2019-12-09', '2019-12-07', '2017-12-17', '2017-12-17', '2017-12-17']]",483104,2017-11-17
The Princess Switch,film,2,"['Romance', 'Comedy']",15.239,"['Vanessa Hudgens', 'Sam Palladio', 'Nick Sagar', 'Alexa Adeosun', 'Suanne Braun', 'Mark Fleischmann', 'Sara Stewart', 'Pavel Douglas', 'Amy Griffiths', 'Robin Soans']",5793,"[['2019-12-04', '2019-12-04']]",556803,2018-11-16
Christmas Wedding Planner,film,4,"['Romance', 'Family', 'TV Movie']",9.405,"['Jocelyn Hudon', 'Stephen Huszar', 'Kelly Rutherford', 'Joey Fatone', 'Eric Hicks', 'Rebecca Dalton', 'Melinda Shankar', 'Gabrielle Graham', 'Samantha Helt', 'Celeste Desjardins']",5084,"[['2019-12-03', '2019-12-03', '2019-12-02', '2019-12-02']]",488113,2020-04-28
Christmas With A View,film,1,"['Romance', 'Family', 'TV Movie']",10.215,"['Kaitlyn Leeb', 'Scott Cavalheiro', 'Joseph Cannata', 'Vivica A. Fox', 'Patrick Duffy', 'Nicole Stamp', 'Genevieve Kang', 'Mark Ghanimé', 'Jess Walton', 'Brigitte Kingsley']",5335,[['2019-12-01']],550385,2018-11-01
The Holiday Calendar,film,1,"['Romance', 'Comedy', 'Family']",11.201,"['Kat Graham', 'Quincy Brown', 'Ethan Peck', 'Ron Cephas Jones', 'Genelle Williams', 'Laura de Carteret', 'Kevin Hanchard', 'Ali Hassan', 'Rodrigo Fernandez-Stoll', 'Romaine Waite']",5528,[['2019-12-01']],555850,2018-11-02
The Knight Before Christmas,film,2,"['Comedy', 'Romance']",12.484,"['Vanessa Hudgens', 'Josh Whitehouse', 'Emmanuelle Chriqui', 'Harry Jarvis', 'Ella Kenion', 'Isabelle Franca', 'Mimi Gianopulos', 'Jean-Michel Le Gal', 'Arnold Pinnock', 'Scott Ryan Yamamura']",5275,"[['2019-11-29', '2019-11-28']]",611207,2019-11-21
Holiday in the Wild,film,1,"['Romance', 'Comedy']",9.383,"['Rob Lowe', 'Kristin Davis', 'Fezile Mpela', 'John Owen Lowe', 'Colin Moss', 'Hayley Owen', 'Faniswa Yisa', 'Thandi Puren', 'Renate Stuurman', 'Lynita Crofford']",4812,[['2019-11-26']],531438,2019-11-06
Tall Girl,film,2,"['Comedy', 'Drama', 'Romance']",15.482,"['Ava Michelle', 'Sabrina Carpenter', 'Steve Zahn', 'Griffin Gluck', 'Clara Wilsey', 'Paris Berelc', 'Angela Kinsey', 'Bria Condon', 'Luke Eisner', 'Anjelika Washington']",3294,"[['2019-09-25', '2019-09-16']]",625450,2019-09-13
Falling Inn Love,film,1,"['Romance', 'Comedy']",11.292,"['Christina Milian', 'Adam Demos', 'Jeffrey Bowyer-Chapman', 'Anna Jullienne', 'Claire Chitham', 'Blair Strang', 'Jonathan Martin', 'William Walker', 'Daniel Watterson', 'Simone Walker']",5678,[['2019-08-30']],623195,2019-08-29
Secret Obsession,film,2,"['Drama', 'Thriller']",14.416,"['Brenda Song', 'Mike Vogel', 'Dennis Haysbert', 'Ashley Scott', 'Paul Sloan', 'Daniel Booko', 'Scott Peat', 'Blair Hickey', 'Michael Patrick McGill', 'Casey Leach']",892,"[['2019-07-22', '2019-07-22']]",612152,2019-07-18
Sixteen Candles,film,1,"['Comedy', 'Romance']",14.45,"['Molly Ringwald', 'Justin Henry', 'Michael Schoeffling', 'Haviland Morris', 'Gedde Watanabe', 'Anthony Michael Hall', 'Paul Dooley', 'Carlin Glynn', 'Blanche Baker', 'Edward Andrews']",586,[['2019-07-02']],15144,1984-05-04
The Notebook,film,1,"['Romance', 'Drama']",51.088,"['Rachel McAdams', 'Ryan Gosling', 'Gena Rowlands', 'James Garner', 'Sam Shepard', 'Joan Allen', 'James Marsden', 'David Thornton', 'Kevin Connolly', 'Starletta DuPois']",7098,[['2019-07-01']],11036,2004-06-25
He's Just Not That Into You,film,2,"['Comedy', 'Romance', 'Drama']",22.905,"['Ginnifer Goodwin', 'Justin Long', 'Bradley Cooper', 'Scarlett Johansson', 'Jennifer Connelly', 'Jennifer Aniston', 'Ben Affleck', 'Drew Barrymore', 'Kevin Connolly', 'Kris Kristofferson']",2423,"[['2019-07-01', '2019-07-01']]",10184,2009-02-06
Friends with Benefits,film,1,"['Romance', 'Comedy']",30.111,"['Justin Timberlake', 'Mila Kunis', 'Jenna Elfman', 'Patricia Clarkson', 'Woody Harrelson', 'Richard Jenkins', 'Bryan Greenberg', 'Andy Samberg', 'Nolan Gould', 'Shaun White']",6014,[['2019-06-14']],50544,2011-07-21
Easy A,film,1,['Comedy'],18.105,"['Emma Stone', 'Penn Badgley', 'Amanda Bynes', 'Dan Byrd', 'Thomas Haden Church', 'Patricia Clarkson', 'Cam Gigandet', 'Lisa Kudrow', 'Malcolm McDowell', 'Aly Michalka']",397,[['2019-06-14']],37735,2010-09-16
No Reservations,film,2,"['Comedy', 'Romance', 'Drama']",15.165,"['Catherine Zeta-Jones', 'Aaron Eckhart', 'Abigail Breslin', 'Patricia Clarkson', 'Jenny Wade', 'Bob Balaban', ""Brían F. O'Byrne"", 'Lily Rabe', 'Eric Silver', 'Arija Bareikis']",6060,"[['2019-06-14', '2019-06-13']]",3638,2007-06-15
Love Actually,film,5,"['Comedy', 'Romance', 'Drama']",19.952,"['Alan Rickman', 'Bill Nighy', 'Colin Firth', 'Emma Thompson', 'Hugh Grant', 'Laura Linney', 'Liam Neeson', 'Martine McCutcheon', 'Andrew Lincoln', 'Chiwetel Ejiofor']",7723,"[['2019-06-11', '2019-06-11', '2019-06-10', '2019-05-31', '2019-05-30']]",508,2003-09-07
Over the Hedge,film,1,"['Family', 'Comedy', 'Animation']",28.649,"['Bruce Willis', 'Garry Shandling', 'Steve Carell', 'Wanda Sykes', 'William Shatner', 'Nick Nolte', 'Thomas Haden Church', 'Allison Janney', 'Eugene Levy', ""Catherine O'Hara""]",4555,[['2019-06-07']],7518,2006-05-17
See You Yesterday,film,1,"['Science Fiction', 'Drama', 'Adventure', 'Crime', 'Action']",9.035,"['Eden Duncan-Smith', 'Dante Crichlow', 'Astro', 'Marsha Stephanie Blake', 'Johnathan Nieves', 'Michael J. Fox', 'Myra Lucretia Taylor', 'Wavyy Jonez', 'Rayshawn Richardson', 'Khail Bryant']",66,[['2019-05-18']],582607,2019-05-03
Good Sam,film,4,"['Romance', 'Drama', 'Comedy']",6.707,"['Tiya Sircar', 'Chad Connell', 'Marco Grazzini', 'Jesse Camacho', 'Mark Camacho', 'Elana Dunkelman', 'Kelly Hope Taylor', 'Kenny Wong', 'Daniela Sandiford', 'Christina Tannous']",5247,"[['2019-05-18', '2019-05-18', '2019-05-17', '2019-05-17']]",602609,2019-05-16
The Da Vinci Code,film,7,"['Thriller', 'Mystery']",26.669,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen', 'Jean Reno', 'Paul Bettany', 'Alfred Molina', 'Jürgen Prochnow', 'Jean-Yves Berteloot', 'Etienne Chicot', 'Jean-Pierre Marielle']",8770,"[['2019-05-05', '2019-05-05', '2019-05-05', '2019-04-26', '2019-04-26', '2019-04-26', '2019-04-26']]",591,2006-05-17
The Last Summer,film,3,"['Romance', 'Comedy']",13.612,"['K.J. Apa', 'Maia Mitchell', 'Jacob Latimore', 'Halston Sage', 'Tyler Posey', 'Mario Revolori', 'Sosie Bacon', 'Gage Golightly', 'Greer Grammer', 'Nicole Forester']",6291,"[['2019-05-05', '2019-05-05', '2019-05-05']]",502292,2019-05-03
Seven Pounds,film,1,['Drama'],15.184,"['Will Smith', 'Rosario Dawson', 'Woody Harrelson', 'Michael Ealy', 'Barry Pepper', 'Elpidia Carrillo', 'Robinne Lee', 'Bill Smitrovich', 'Joe Nuñez', 'Sarah Jane Morris']",973,[['2019-04-16']],11321,2008-12-18
The Little Mermaid,film,2,"['Adventure', 'Family', 'Fantasy', 'Romance']",1482.026,"['Halle Bailey', 'Jonah Hauer-King', 'Daveed Diggs', 'Awkwafina', 'Jacob Tremblay', 'Noma Dumezweni', 'Javier Bardem', 'Melissa McCarthy', 'Art Malik', 'Jessica Alexander']",4969,"[['2019-03-24', '2019-01-02']]",447277,2023-05-18
Icarus,film,4,['Documentary'],9.685,"['Bryan Fogel', 'Dave Zabriskie', 'Don Catlin', 'Grigory Rodchenkov', 'Scott Brandt', 'Ben Stone', 'Richard Pound', 'Richard McLaren', 'Nikita Kamaev', 'Thomas Bach']",7084,"[['2019-03-03', '2019-03-02', '2019-03-01', '2019-03-01']]",432976,2017-06-03
Isn't It Romantic,film,3,"['Comedy', 'Fantasy', 'Romance']",16.159,"['Rebel Wilson', 'Liam Hemsworth', 'Adam DeVine', 'Priyanka Chopra Jonas', 'Betty Gilpin', 'Brandon Scott Jones', 'Tom Ellis', 'Jennifer Saunders', 'Jay Oakerson', 'Michelle Buteau']",4833,"[['2019-03-01', '2019-03-01', '2019-03-01']]",449563,2019-02-13
Battle,film,5,"['Drama', 'Romance', 'Music']",9.717,"['Lisa Teige', 'Fabian Svegaard Tapia', 'Vebjørn Enger', 'Charlott Madeleine Utzig', 'Achmed Akkabi', 'Karen-Lise Mynster', 'Stig R. Amdam', 'Sofie Albertine Foss', 'Morad Aziman', 'Marius Vold']",6963,"[['2019-01-02', '2018-12-14', '2018-12-14', '2018-12-14', '2018-12-13']]",513574,2018-09-28
Elf,film,3,"['Comedy', 'Family', 'Fantasy']",15.457,"['Will Ferrell', 'James Caan', 'Bob Newhart', 'Ed Asner', 'Mary Steenburgen', 'Zooey Deschanel', 'Daniel Tay', 'Faizon Love', 'Peter Dinklage', 'Amy Sedaris']",5808,"[['2018-12-08', '2018-12-08', '2018-12-08']]",10719,2003-10-09
1 Night,film,1,"['Drama', 'Romance']",4.627,"['Kyle Allen', 'Isabelle Fuhrman', 'Justin Chatwin', 'Anna Camp', 'Kelli Berglund', 'Roshon Fegan', 'Evan Hofer', 'Alexander Roberts']",61,[['2018-09-23']],416691,2016-10-14
Amar,film,1,"['Comedy', 'Drama', 'Romance']",4.856,"['Luis Ernesto Franco', 'Diana García', 'Tony Dalton', 'María Aura', 'Martín Altomaro', 'Pedro Damián', 'Katharine Towne', 'Bruno Bichir', 'Alejandra Barros', 'Eduardo Manzano']",1456,[['2018-09-23']],44122,2009-02-27
